codingsfilename TN5 FP5 FN5 TP5 A5 B5 UN5 TN3 FP3 FN3 TP3 A3 B3 code 
./models/lengths_35-1000_1000-1000.txt 1057 0 27 50 0.0 0.35064935064935066 1 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_40-1000_1000-1000.txt 1058 0 29 47 0.0 0.3815789473684211 1 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_45-1000_1000-1000.txt 1059 0 31 44 0.0 0.41333333333333333 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_50-1000_1000-1000.txt 1059 0 32 43 0.0 0.4266666666666667 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_55-1000_1000-1000.txt 1059 0 33 42 0.0 0.44 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_60-1000_1000-1000.txt 1059 0 36 39 0.0 0.48 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_65-1000_1000-1000.txt 1059 0 43 32 0.0 0.5733333333333334 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_70-1000_1000-1000.txt 1059 0 48 27 0.0 0.64 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_75-1000_1000-1000.txt 1059 0 51 24 0.0 0.68 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_80-1000_1000-1000.txt 1059 0 53 22 0.0 0.7066666666666667 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_85-1000_1000-1000.txt 1059 0 55 20 0.0 0.7333333333333333 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_90-1000_1000-1000.txt 1060 0 58 16 0.0 0.7837837837837838 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_95-1000_1000-1000.txt 1060 0 58 16 0.0 0.7837837837837838 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_100-1000_1000-1000.txt 1060 0 59 15 0.0 0.7972972972972973 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_105-1000_1000-1000.txt 1060 0 60 14 0.0 0.8108108108108109 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_110-1000_1000-1000.txt 1060 0 61 13 0.0 0.8243243243243243 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_115-1000_1000-1000.txt 1060 0 63 11 0.0 0.8513513513513513 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_120-1000_1000-1000.txt 1060 0 63 11 0.0 0.8513513513513513 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_125-1000_1000-1000.txt 1060 0 66 8 0.0 0.8918918918918919 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_130-1000_1000-1000.txt 1061 0 66 7 0.0 0.9041095890410958 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_135-1000_1000-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_140-1000_1000-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_145-1000_1000-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_150-1000_1000-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 hard_length_5
./models/lengths_15-1000-25-1000_min_id_0.txt 1049 8 14 63 0.007568590350047304 0.18181818181818182 8 1030 38 19 47 0.035580524344569285 0.2878787878787879 min_id
./models/lengths_15-1000-25-1000_min_id_0.1.txt 1050 7 15 62 0.006622516556291391 0.19480519480519481 5 1032 36 19 47 0.033707865168539325 0.2878787878787879 min_id
./models/lengths_15-1000-25-1000_min_id_0.2.txt 1050 7 15 62 0.006622516556291391 0.19480519480519481 4 1032 36 19 47 0.033707865168539325 0.2878787878787879 min_id
./models/lengths_15-1000-25-1000_min_id_0.3.txt 1052 5 15 62 0.004730368968779565 0.19480519480519481 4 1032 36 19 47 0.033707865168539325 0.2878787878787879 min_id
./models/lengths_15-1000-25-1000_min_id_0.4.txt 1054 3 15 62 0.002838221381267739 0.19480519480519481 4 1034 34 20 46 0.031835205992509365 0.30303030303030304 min_id
./models/lengths_15-1000-25-1000_min_id_0.5.txt 1057 1 15 61 0.000945179584120983 0.19736842105263158 3 1042 27 20 45 0.025257249766136577 0.3076923076923077 min_id
./models/lengths_15-1000-25-1000_min_id_0.6.txt 1057 1 18 58 0.000945179584120983 0.23684210526315788 3 1051 18 22 43 0.01683816651075772 0.3384615384615385 min_id
./models/lengths_15-1000-25-1000_min_id_0.7.txt 1057 1 19 57 0.000945179584120983 0.25 2 1062 8 31 33 0.007476635514018692 0.484375 min_id
./models/lengths_15-1000-25-1000_min_id_0.8.txt 1057 1 32 44 0.000945179584120983 0.42105263157894735 0 1065 5 43 21 0.004672897196261682 0.671875 min_id
./models/lengths_15-1000-25-1000_min_id_0.9.txt 1061 0 52 21 0.0 0.7123287671232876 0 1067 4 53 10 0.003734827264239029 0.8412698412698413 min_id
