FP5now FP_length5 FP3now FP_length3 control_Reads control_length
0 0 1 60 472 1398
0 0 1 60 323 381
0 0 1 54 91 519
0 0 1 72 113 552
0 0 1 60 55 555
0 0 1 60 46 966
0 0 1 51 165 795
0 0 1 51 2993 1212
0 0 1 69 34 1680
0 0 1 51 57 1056
0 0 1 57 977 1023
0 0 1 54 123 708
0 0 1 69 214 726
0 0 1 51 484 2670
0 0 1 69 202 489
0 0 1 66 60 534
0 0 1 69 454 1608
0 0 1 51 1569 2304
0 0 1 54 33 321
0 0 1 63 85 882
0 0 1 54 116 420
0 0 1 51 10240 2427
0 0 1 60 414 1290
0 0 1 57 90 450
0 0 1 54 157 1062
0 0 1 51 25 582
0 0 1 66 555 954
0 0 1 57 516 2772
0 0 1 57 1231 255
0 0 1 51 499 702
0 0 1 54 1380 1515
0 0 1 57 400 657
0 0 1 66 253 1398
0 0 1 54 1372 1029
0 0 1 69 490 771
0 0 1 57 2582 1365
0 0 1 54 519 1008
0 0 1 93 32 357
0 0 1 63 466 1773
0 0 1 60 237 522
0 0 1 75 2 297
0 0 1 63 608 747
0 0 1 60 77 621
0 0 1 57 296 897
0 0 1 54 789 1686
0 0 1 60 617 897
0 0 1 57 444 1278
0 0 1 69 385 948
0 0 1 57 397 1260
0 0 1 51 162 342
0 0 1 54 584 1173
0 0 1 51 1974 699
0 0 1 51 263 1494
0 0 1 78 535 474
0 0 1 51 68 999
0 0 1 57 3024 1314
0 0 1 51 249 999
0 0 2 57 103 414
0 0 1 57 805 747
0 0 1 51 382 2367
0 0 1 75 348 477
0 0 1 57 653 1020
0 0 1 51 837 1614
0 0 1 57 697 1920
0 0 1 54 8 276
0 0 1 51 200 714
0 0 1 60 329 864
0 0 1 78 69 444
0 0 1 72 281 948
0 0 1 54 30 624
0 0 1 51 2628 630
0 0 1 69 283 705
0 0 1 90 736 795
0 0 1 57 327 2073
0 0 1 63 17 483
0 0 1 72 342 1503
0 0 1 87 122 567
0 0 1 51 1206 903
0 0 1 51 123 495
0 0 1 54 287 1533
0 0 1 54 507 1386
0 0 1 57 23 417
0 0 1 51 202 1413
0 0 2 63 215 534
0 0 1 51 437 612
0 0 1 51 152 1023
0 0 1 51 64 828
0 0 1 51 1523 918
0 0 1 51 1151 1851
0 0 1 57 150 963
0 0 1 60 92 381
0 0 1 51 187 756
0 0 1 54 93 471
0 0 1 57 102 1416
0 0 1 57 475 1143
0 0 1 72 2497 1251
