codingsfilename TN5 FP5 FN5 TP5 A5 B5 UN5 TN3 FP3 FN3 TP3 A3 B3 code 
./models/lengths_25-130_15-1000.txt 1061 0 66 7 0.0 0.9041095890410958 0 1072 0 62 0 0.0 1.0 soft_length_5
./models/lengths_25-135_15-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 soft_length_5
./models/lengths_25-140_15-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 soft_length_5
./models/lengths_25-145_15-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 soft_length_5
./models/lengths_25-150_15-1000.txt 1062 0 67 5 0.0 0.9305555555555556 0 1072 0 62 0 0.0 1.0 soft_length_5
./models/lengths_25-1000_15-20.txt 1062 0 72 0 0.0 1.0 0 960 107 15 52 0.10028116213683223 0.22388059701492538 soft_length_3
./models/lengths_25-1000_15-25.txt 1062 0 72 0 0.0 1.0 0 1032 36 19 47 0.033707865168539325 0.2878787878787879 soft_length_3
./models/lengths_25-1000_15-30.txt 1062 0 72 0 0.0 1.0 0 1054 15 20 45 0.01403180542563143 0.3076923076923077 soft_length_3
./models/lengths_25-1000_15-35.txt 1062 0 72 0 0.0 1.0 0 1067 3 24 40 0.002803738317757009 0.375 soft_length_3
./models/lengths_25-1000_15-40.txt 1062 0 72 0 0.0 1.0 0 1069 1 26 38 0.0009345794392523365 0.40625 soft_length_3
./models/lengths_25-1000_15-45.txt 1062 0 72 0 0.0 1.0 0 1069 1 27 37 0.0009345794392523365 0.421875 soft_length_3
./models/lengths_25-1000_15-50.txt 1062 0 72 0 0.0 1.0 0 1069 1 28 36 0.0009345794392523365 0.4375 soft_length_3
./models/lengths_25-1000_15-55.txt 1062 0 72 0 0.0 1.0 0 1069 1 28 36 0.0009345794392523365 0.4375 soft_length_3
./models/lengths_25-1000_15-60.txt 1062 0 72 0 0.0 1.0 0 1070 0 30 34 0.0 0.46875 soft_length_3
./models/lengths_25-1000_15-65.txt 1062 0 72 0 0.0 1.0 0 1071 0 31 32 0.0 0.49206349206349204 soft_length_3
./models/lengths_25-1000_15-70.txt 1062 0 72 0 0.0 1.0 0 1071 0 33 30 0.0 0.5238095238095238 soft_length_3
./models/lengths_25-1000_15-75.txt 1062 0 72 0 0.0 1.0 0 1071 0 35 28 0.0 0.5555555555555556 soft_length_3
./models/lengths_25-1000_15-80.txt 1062 0 72 0 0.0 1.0 0 1071 0 37 26 0.0 0.5873015873015873 soft_length_3
./models/lengths_25-1000_15-85.txt 1062 0 72 0 0.0 1.0 0 1071 0 40 23 0.0 0.6349206349206349 soft_length_3
./models/lengths_25-1000_15-90.txt 1062 0 72 0 0.0 1.0 0 1071 0 44 19 0.0 0.6984126984126984 soft_length_3
./models/lengths_25-1000_15-95.txt 1062 0 72 0 0.0 1.0 0 1071 0 45 18 0.0 0.7142857142857143 soft_length_3
./models/lengths_25-1000_15-100.txt 1062 0 72 0 0.0 1.0 0 1071 0 46 17 0.0 0.7301587301587301 soft_length_3
./models/lengths_25-1000_15-105.txt 1062 0 72 0 0.0 1.0 0 1071 0 48 15 0.0 0.7619047619047619 soft_length_3
./models/lengths_25-1000_15-110.txt 1062 0 72 0 0.0 1.0 0 1071 0 49 14 0.0 0.7777777777777778 soft_length_3
./models/lengths_25-1000_15-115.txt 1062 0 72 0 0.0 1.0 0 1071 0 50 13 0.0 0.7936507936507936 soft_length_3
./models/lengths_25-1000_15-120.txt 1062 0 72 0 0.0 1.0 0 1071 0 50 13 0.0 0.7936507936507936 soft_length_3
./models/lengths_25-1000_15-125.txt 1062 0 72 0 0.0 1.0 0 1071 0 50 13 0.0 0.7936507936507936 soft_length_3
./models/lengths_25-1000_15-130.txt 1062 0 72 0 0.0 1.0 0 1071 0 51 12 0.0 0.8095238095238095 soft_length_3
./models/lengths_25-1000_15-135.txt 1062 0 72 0 0.0 1.0 0 1071 0 51 12 0.0 0.8095238095238095 soft_length_3
./models/lengths_25-1000_15-140.txt 1062 0 72 0 0.0 1.0 0 1071 0 54 9 0.0 0.8571428571428571 soft_length_3
./models/lengths_25-1000_15-145.txt 1062 0 72 0 0.0 1.0 0 1071 0 56 7 0.0 0.8888888888888888 soft_length_3
./models/lengths_25-1000_15-150.txt 1062 0 72 0 0.0 1.0 0 1071 0 56 7 0.0 0.8888888888888888 soft_length_3

