animal  shifts  AA_or  AA_no  AG_or  AG_no  sum_length sum_transcripts per_codon*100000 per_transript*100 AAAshifts AAGshifts AA AG
octo	27	785	2738	1097	3496	293472	317	27.6005888126	8.51735015773	22	0	13477	5569
cras	79	2638	7964	5326	13424	1221567	1166	19.4013099568	6.77530017153	65	0	56640	23296
foca	20	763	2462	1572	4088	363117	473	16.5235998315	4.22832980973	18	0	16796	7020
rari	10	841	2527	2238	4516	474142	456	6.32723177283	2.19298245614	8	0	21790	9164
eury	9	563	1834	2578	5044	502269	478	5.37560550223	1.88284518828	4	0	23025	9825
raik	6	767	2185	985	2654	291047	281	6.18461062722	2.13523131673	5	0	13153	5387
harp	10	385	1085	1246	2446	247827	264	12.1052185597	3.78787878788	8	0	11427	4656
minu	52	2318	7136	6066	13772	1322016	1208	11.800159756	4.30463576159	41	0	60803	25235
petz	0	359	1149	1375	3236	271494	260	0.0	0.0	0	0	12365	5081
